1.601000000000000000e+03 2.627596910469370091e-04
1.603674316406250000e+03 3.260952931893290846e-04
1.606825927734375000e+03 3.995705080849710393e-04
1.609977539062500000e+03 4.836715877602488622e-04
1.610000000000000000e+03 4.843455265215566180e-04
1.613129150390625000e+03 5.781553901793993252e-04
1.616280761718750000e+03 6.826927711902921157e-04
1.619432373046875000e+03 7.967688503032963054e-04
1.620000000000000000e+03 8.186388359669370630e-04
1.622583984375000000e+03 9.182546067671397546e-04
1.625735595703125000e+03 1.044204754923033556e-03
1.628887207031250000e+03 1.171704656651343735e-03
1.630000000000000000e+03 1.216172522744963375e-03
1.632038818359375000e+03 1.297881294335579425e-03
1.635190429687500000e+03 1.420861922592269117e-03
1.638342041015625000e+03 1.540985091890398210e-03
1.640000000000000000e+03 1.602833778439491158e-03
1.641493652343750000e+03 1.658889757018744979e-03
1.644645263671875000e+03 1.775205822035769068e-03
1.647796875000000000e+03 1.890556075623610072e-03
1.650000000000000000e+03 1.970722827330596665e-03
1.650948486328125000e+03 2.005555336726777115e-03
1.654100097656250000e+03 2.120604911252963170e-03
1.657251708984375000e+03 2.235445366060000855e-03
1.660000000000000000e+03 2.334916381401317027e-03
1.660403320312500000e+03 2.349680691544717582e-03
1.663554931640625000e+03 2.462921750270062951e-03
1.666706542968750000e+03 2.574783397409900754e-03
1.669858154296875000e+03 2.684886936198335478e-03
1.670000000000000000e+03 2.689684621115657082e-03
1.673009765625000000e+03 2.792857103274252583e-03
1.676161376953125000e+03 2.898324258984859032e-03
1.679312988281250000e+03 3.000936719135492963e-03
1.680000000000000000e+03 3.022425632947249759e-03
1.682464599609375000e+03 3.100631462791247125e-03
1.685616210937500000e+03 3.197616693024856165e-03
1.688767822265625000e+03 3.292109002750320031e-03
1.690000000000000000e+03 3.327830831643279787e-03
1.691919433593750000e+03 3.384323150105333390e-03
1.695071044921875000e+03 3.474471414631133924e-03
1.698222656250000000e+03 3.562762131404472073e-03
1.700000000000000000e+03 3.611414207884156360e-03
1.701374267578125000e+03 3.651100582911418358e-03
1.704525878906250000e+03 3.740324617518475322e-03
1.707677490234375000e+03 3.828489084966720749e-03
1.710000000000000000e+03 3.892555139288384446e-03
1.710829101562500000e+03 3.915762645588481694e-03
1.713980712890625000e+03 4.002241146913429470e-03
1.717132324218750000e+03 4.088006810860297241e-03
1.720000000000000000e+03 4.165382786652355694e-03
1.720283935546875000e+03 4.173142950729542312e-03
1.723435546875000000e+03 4.257732772721681096e-03
1.726587158203125000e+03 4.341858061197199740e-03
1.729738769531250000e+03 4.425599040350715503e-03
1.730000000000000000e+03 4.432446735972416299e-03
1.732890380859375000e+03 4.509036235994180047e-03
1.736041992187500000e+03 4.592249393639603189e-03
1.739193603515625000e+03 4.675317499616548668e-03
1.740000000000000000e+03 4.696420325525280971e-03
1.742345214843750000e+03 4.758319717427891837e-03
1.745496826171875000e+03 4.841332407515662115e-03
1.748648437500000000e+03 4.924434853449675617e-03
1.750000000000000000e+03 4.960004877070720367e-03
1.751800048828125000e+03 5.007701406815634818e-03
1.754951538085937500e+03 5.091204960641943812e-03
1.758103149414062500e+03 5.174965089357865845e-03
1.760000000000000000e+03 5.225389583835300840e-03
1.761254760742187500e+03 5.258914953831819901e-03
1.764406372070312500e+03 5.342983604990713710e-03
1.767557983398437500e+03 5.427101977829091282e-03
1.770000000000000000e+03 5.492196967941165991e-03
1.770709594726562500e+03 5.511203741018653665e-03
1.773861206054687500e+03 5.595219688888963469e-03
1.777012817382812500e+03 5.679082358331903439e-03
1.780000000000000000e+03 5.758339601336159158e-03
1.780164428710937500e+03 5.762725368215428426e-03
1.783316040039062500e+03 5.846083131324637978e-03
1.786467651367187500e+03 5.929089226410103573e-03
1.789619262695312500e+03 6.011679400954046681e-03
1.790000000000000000e+03 6.021552749578373658e-03
1.792770874023437500e+03 6.093793709828748857e-03
1.795922485351562500e+03 6.175419416062562575e-03
1.799074096679687500e+03 6.256565246106939905e-03
1.800000000000000000e+03 6.280177004123704484e-03
1.802225708007812500e+03 6.333752735442060335e-03
1.805377319335937500e+03 6.408923294852403307e-03
1.808528930664062500e+03 6.483515731844456155e-03
1.810000000000000000e+03 6.517984972872628915e-03
1.811680541992187500e+03 6.557542731347779617e-03
1.814832153320312500e+03 6.631011121989781147e-03
1.817983764648437500e+03 6.703934284773136430e-03
1.820000000000000000e+03 6.750166084266274666e-03
1.821135375976562500e+03 6.776317981799969033e-03
1.824286987304687500e+03 6.848172326002888340e-03
1.827438598632812500e+03 6.919506738440924475e-03
1.830000000000000000e+03 6.977020354689235024e-03
1.830590209960937500e+03 6.990330121543568073e-03
1.833741821289062500e+03 7.060650697831297000e-03
1.836893432617187500e+03 7.130476755998391668e-03
1.840000000000000000e+03 7.198822186947025255e-03
1.840045043945312500e+03 7.199817360145348288e-03
1.843196655273437500e+03 7.268681882744974267e-03
1.846348266601562500e+03 7.337076807231558175e-03
1.849499877929687500e+03 7.405011180516797228e-03
1.850000000000000000e+03 7.415684086924391807e-03
1.852651489257812500e+03 7.472494347430451260e-03
1.855803100585937500e+03 7.539533259524169688e-03
1.858954711914062500e+03 7.606135616122660682e-03
1.860000000000000000e+03 7.628027258878572123e-03
1.862106323242187500e+03 7.672311072615760862e-03
1.865257934570312500e+03 7.738067166534035209e-03
1.868409545898437500e+03 7.803409435943466088e-03
1.870000000000000000e+03 7.836119977649935731e-03
1.871561157226562500e+03 7.868347835912720481e-03
1.874712768554687500e+03 7.932889241203911271e-03
1.877864379882812500e+03 7.997041234599960857e-03
1.880000000000000000e+03 8.040205376751491037e-03
1.881015991210937500e+03 8.060811739142059382e-03
1.884167602539062500e+03 8.124208321498056426e-03
1.887319213867187500e+03 8.187237820074289713e-03
1.890000000000000000e+03 8.240518565196841214e-03
1.890470825195312500e+03 8.249906465102482128e-03
1.893622436523437500e+03 8.312223262596805939e-03
1.896774047851562500e+03 8.374194678524600824e-03
1.899925659179687500e+03 8.435828003724853141e-03
1.900000000000000000e+03 8.437269695820323948e-03
1.903077270507812500e+03 8.496444875789885623e-03
1.906228881835937500e+03 8.556719441043830754e-03
1.909380493164062500e+03 8.616718637093841865e-03
1.910000000000000000e+03 8.628446435212639917e-03
1.912532104492187500e+03 8.676501108255558689e-03
1.915683715820312500e+03 8.736126111745656439e-03
1.918835327148437500e+03 8.795651456482221631e-03
1.920000000000000000e+03 8.817597642644276271e-03
1.921986938476562500e+03 8.855131166026120396e-03
1.925138549804687500e+03 8.914625272321891405e-03
1.928290161132812500e+03 8.974187111201766334e-03
1.930000000000000000e+03 9.006535804546206975e-03
1.931441772460937500e+03 9.033871881292364348e-03
1.934593383789062500e+03 9.093735932555734383e-03
1.937744995117187500e+03 9.153831783543774428e-03
1.940000000000000000e+03 9.197010617046893002e-03
1.940896606445312500e+03 9.214212201107022798e-03
1.944048217773437500e+03 9.274931528973292399e-03
1.947199829101562500e+03 9.336039948562559199e-03
1.950000000000000000e+03 9.390715436718316891e-03
1.950351440429687500e+03 9.397588689320276328e-03
1.953503051757812500e+03 9.459630530486151656e-03
1.956654663085937500e+03 9.522213948693698110e-03
1.959806274414062500e+03 9.585390303582011148e-03
1.960000000000000000e+03 9.589307789792412065e-03
1.962957885742187500e+03 9.649206276822494197e-03
1.966109497070312500e+03 9.713711568154261358e-03
1.969261108398437500e+03 9.778955128723541140e-03
1.970000000000000000e+03 9.794421981353792703e-03
1.972412597656250000e+03 9.844980250654947890e-03
1.975564208984375000e+03 9.911840993148898077e-03
1.978715820312500000e+03 9.979578936892849125e-03
1.980000000000000000e+03 1.000754494275383870e-02
1.981867431640625000e+03 1.004824310245063315e-02
1.985019042968750000e+03 1.011787641516341020e-02
1.988170654296875000e+03 1.018852879457363136e-02
1.990000000000000000e+03 1.023014470118906172e-02
1.991322265625000000e+03 1.026024543559052142e-02
1.994473876953125000e+03 1.033307543737344882e-02
1.997625488281250000e+03 1.040706194976432318e-02
2.000000000000000000e+03 1.046345669143222863e-02
2.000777099609375000e+03 1.048327053513164672e-02
2.003928710937500000e+03 1.056387789799223369e-02
2.007080322265625000e+03 1.064584696986273747e-02
2.010000000000000000e+03 1.072308632376276112e-02
2.010231933593750000e+03 1.072922496740908241e-02
2.013383544921875000e+03 1.081405331540550435e-02
2.016535156250000000e+03 1.090037861859675765e-02
2.019686767578125000e+03 1.098818319987645079e-02
2.020000000000000000e+03 1.099704540952607147e-02
2.022838378906250000e+03 1.107734476970009124e-02
2.025989990234375000e+03 1.116772436639234395e-02
2.029141601562500000e+03 1.125919163309861692e-02
2.030000000000000000e+03 1.128437453647088314e-02
2.032293212890625000e+03 1.135161134485282268e-02
2.035444824218750000e+03 1.144485283560476956e-02
2.038596435546875000e+03 1.153878357093605055e-02
2.040000000000000000e+03 1.158088433286720217e-02
2.041748046875000000e+03 1.163327547464649246e-02
2.044899658203125000e+03 1.172819932424797040e-02
2.048051269531250000e+03 1.182342827341296976e-02
2.050000000000000000e+03 1.188245536524865087e-02
2.051202880859375000e+03 1.191883423235586860e-02
2.054354492187500000e+03 1.201429436252483482e-02
2.057506103515625000e+03 1.210968289532705217e-02
2.060000000000000000e+03 1.218504277789737508e-02
2.060657714843750000e+03 1.220487855170030410e-02
2.063809326171875000e+03 1.229975624227193538e-02
2.066960937500000000e+03 1.239419857426813168e-02
2.070000000000000000e+03 1.248474547738642401e-02
2.070112548828125000e+03 1.248808903707780693e-02
2.073264160156250000e+03 1.258130613968024177e-02
2.076415771484375000e+03 1.267373619946000375e-02
2.079567382812500000e+03 1.276526432650177192e-02
2.080000000000000000e+03 1.277773397380696334e-02
2.082718994140625000e+03 1.285582059093578339e-02
2.085870605468750000e+03 1.294542808907293667e-02
2.089022216796875000e+03 1.303412030491427412e-02
2.090000000000000000e+03 1.306144461215152409e-02
2.092173828125000000e+03 1.312192220366331305e-02
2.095325439453125000e+03 1.320886615651151522e-02
