2.624918997361064786e-04	-7.139416869926695774e-03	1.222988670858528824e-02
2.416886743931554414e-03	-1.062889756136320418e-02	1.221541122515798841e-02
4.583622140500598005e-03	-1.349841975432097829e-02	1.206295942693846705e-02
4.891718412354165331e-03	-1.505126818384350251e-02	1.132686612002221233e-02
6.738028582959555701e-03	-6.507649638143875315e-03	1.230958173217158898e-02
7.058569791558299590e-03	-1.127837789310259797e-02	1.120856647959909969e-02
8.904758180396843761e-03	-8.810352632492746139e-03	1.212620231487774106e-02
9.212848653118657291e-03	-1.209318049110297277e-02	1.137747041346565124e-02
1.107160955960097802e-02	-1.171530102536366691e-02	1.234352424503560447e-02
1.322589422029309125e-02	2.520126973034386708e-03	1.228077052860525320e-02
1.355889776303227483e-02	-8.007358767796790566e-03	1.149122774702019192e-02
1.539275139862898018e-02	-1.671629957975739877e-02	1.203524636349419946e-02
1.570084767048254490e-02	-8.952057432144999716e-03	1.102111396076156831e-02
1.755948099606626997e-02	-1.123114295988514311e-02	1.202628154686129387e-02
1.786757726791983469e-02	-6.206526938882905853e-03	1.125700444207445444e-02
1.971388163939347127e-02	5.165283233209416736e-03	1.213194259278856796e-02
2.002197791124703946e-02	-4.801287675664678289e-03	1.114494423416311115e-02
2.188061703596251573e-02	-5.678567860540884027e-04	1.214188575243932075e-02
2.218871330781608045e-02	-8.444281900057748480e-03	1.094117934296681520e-02
2.403501767928971702e-02	-1.525201665001763018e-02	1.202875735368196149e-02
2.435557048615196937e-02	9.200436102945186434e-04	1.118304969639897541e-02
2.620188065675736061e-02	-5.480289840665064638e-03	1.215406512470229052e-02
2.650997692861092880e-02	-9.135092798362443034e-03	1.151465806398838283e-02
2.836860445506289574e-02	-1.099249784750067072e-03	1.219475620777103232e-02
2.867670652604821860e-02	-3.620414345229527875e-03	1.194021731056697788e-02
3.052301089752185170e-02	-8.320290200362068234e-03	1.220351137947154468e-02
3.083110716937541990e-02	-3.307482912664028163e-03	1.137784977096236577e-02
3.268974629409089616e-02	-8.532847399840504110e-03	1.220753456555513129e-02
3.299784256594446435e-02	-2.522202147924534898e-03	1.133423364193210554e-02
3.484414693741810093e-02	-5.627899006969472318e-03	1.227443126517329709e-02
3.516469974428035328e-02	-7.033138270187588859e-03	1.108532520862666980e-02
3.701087653485538725e-02	-9.784573130101947847e-03	1.223729416286325859e-02
3.731897860584070664e-02	8.554389691558750286e-03	1.101285794366199840e-02
3.917773371319127618e-02	-2.610767647707290529e-03	1.246434960773947810e-02
3.948583578417659556e-02	9.259479769465617238e-04	1.098194030767968982e-02
4.133201257475163648e-02	-5.509811673925946174e-03	1.222211986299464107e-02
4.165257118074564002e-02	-7.470061402448657795e-03	1.127360632410176478e-02
4.349886975308752540e-02	9.930107121516096313e-03	1.219849986727809289e-02
4.380696602494108666e-02	-2.610767647707290529e-03	1.113302442229263146e-02
4.565327039641472323e-02	-5.799125639882607430e-03	1.216851065885353293e-02
4.597382900240873371e-02	-8.792639532536172808e-03	1.116796524435852665e-02
4.782000579298376769e-02	-8.249437800535885934e-03	1.221223660189599963e-02
4.812810786396909402e-02	-6.885529103883181179e-03	1.146072940090267500e-02
4.998686297131965661e-02	-1.692885677923561261e-02	1.211992294999789804e-02
5.029496504230497600e-02	-6.224240038839479183e-03	1.131163192160147997e-02
5.214114183288001692e-02	-1.327405382153834523e-02	1.214082754468532449e-02
5.246170043887402046e-02	-2.309644948446321067e-03	1.156043054089470924e-02
5.430799321208414771e-02	-4.954801208621351094e-03	1.215016173572292836e-02
5.461609528306947403e-02	-1.061708882805878496e-02	1.118826087043280591e-02
5.647472860865319216e-02	4.834638700687676760e-03	1.221169751492698352e-02
5.678283067963851155e-02	-3.266152346098949444e-03	1.115854120549275574e-02
5.862913505111214812e-02	-1.460253631827801435e-02	1.209222985273766988e-02
5.893723712209747445e-02	6.391044572873205709e-05	1.138934030987603582e-02
6.079586464854944139e-02	-6.306901171969858666e-03	1.222553408046507875e-02
6.110396671953476078e-02	-3.708979845012061460e-03	1.135025650462232610e-02
6.295026529187663922e-02	-2.858751047098651021e-03	1.223146403712426118e-02
6.327082389787064276e-02	-5.710560140100073845e-03	1.130021126433193926e-02
6.511700068844568368e-02	1.687611275077438577e-03	1.212857829077822192e-02
