4.341983918553706944e-04	-5.652899379783582479e-02
5.015727045792591279e-04	-5.175982131151901644e-02
9.649639256868293782e-04	1.070998348831131430e-02
1.412343744020199549e-03	-5.612781386458487454e-03
1.875618982492679564e-03	-3.869660274421260482e-03
1.942923705635514042e-03	3.537360007472334367e-02
2.406320725874838522e-03	-2.892510664926539743e-02
2.853781732052772246e-03	1.856239455698815988e-02
3.317062769657006492e-03	-3.844614647476418678e-02
3.384344296272822749e-03	5.542969258563568147e-02
3.847764513039165883e-03	1.403234253091234507e-02
4.295097938318499613e-03	-9.705849796479038005e-03
4.758373176790980062e-03	-1.501486265085960614e-02
4.825643105143287426e-03	6.572678079655336347e-03
5.289092317568402576e-03	4.625791725198391546e-03
5.736472135901772747e-03	-1.553062630849755266e-03
6.199654588266180315e-03	-4.920673909104489319e-02
6.267115887966386370e-03	-1.540967213350052933e-02
6.730501309942201957e-03	6.983255510024655166e-04
7.177852132616799677e-03	-2.066252921241118479e-02
7.641156366748052577e-03	-3.921960632914545108e-02
7.708472688154396381e-03	-4.102724928116152636e-02
8.171910302316003072e-03	2.601311992561927688e-02
8.619272723254108384e-03	-5.856412494231688637e-02
9.082466773882025279e-03	-2.339472694676048015e-03
9.149829488342404657e-03	-9.866294869250391564e-03
9.613296098162783798e-03	5.119847945710631620e-03
1.006064692083738152e-02	-5.234481550720582188e-02
1.052394535583688062e-02	-1.464549517261526379e-02
1.059121528418918712e-02	2.450505084519205568e-02
1.105465869748254761e-02	2.389226527082888296e-02
1.150200952015714533e-02	-6.123186808801084346e-02
1.196523836557559020e-02	-5.954987805955158642e-03
1.203274605832983096e-02	-3.055717685022030228e-02
1.249608508725161098e-02	1.895571419252473078e-02
1.294343590992620870e-02	-1.818869539752365760e-02
1.340669375100342516e-02	-8.169205297506021424e-02
1.347398107675099564e-02	1.724559892402899308e-02
1.393742449004435786e-02	2.210593859276688278e-02
1.438481590664123649e-02	-2.966876956156072609e-02
1.484800415813739873e-02	-3.669076277502214545e-02
1.491532047954374253e-02	-1.453856999197544742e-02
1.537878708936412167e-02	-7.649335126720391287e-04
1.582616690769749271e-02	-4.798678351986562785e-02
1.628943054790646383e-02	6.581617162281228062e-03
1.635686285194789744e-02	5.633425898519606179e-02
1.682016128694739307e-02	-2.495145521483610462e-02
1.726753530614900944e-02	1.352992024589139142e-02
1.773088013420254239e-02	-2.286108512387219349e-02
1.779819065647713153e-02	4.713158802552497306e-02
1.826149489060838529e-02	1.420344574066079169e-02
1.870892690112754483e-02	-2.405571329427835803e-02
1.917216734480950077e-02	-8.638163324491998640e-02
1.923953005926987841e-02	2.013154736869182670e-02
1.970293287864095799e-02	1.374365600354732209e-02
2.015028950044731038e-02	-7.291748385063023807e-02
2.061370971721365394e-02	4.420536635674432446e-03
2.068091005598490448e-02	2.111117914158455733e-02
2.114420849098440358e-02	-5.719935774345152879e-03
2.159168109542584577e-02	1.524737014628518850e-02
2.205504912000639736e-02	-4.318592313167668451e-02
2.212230165096344334e-02	3.414894575498417240e-02
