2.689057394565936890e-05	6.370099950459673366e-03	9.492148873716013333e-03
2.493916611026700692e-04	-2.970861053816831188e-03	1.132699488077902085e-02
3.764738343709856587e-04	1.255856640175467831e-02	1.092471786813521001e-02
4.587519157039628235e-04	7.439385913975637976e-03	1.112576140329958607e-02
8.984884783848898823e-04	-2.052784878161517668e-04	9.138090034731932362e-03
1.121117146440499734e-03	-1.446691555968215859e-02	1.088743985555476121e-02
1.248199319708815378e-03	2.170854634664598493e-03	9.699672700126190858e-03
1.330483200173547152e-03	-6.188826382467205178e-03	1.070305010378212567e-02
1.770208164590965100e-03	-5.988239524556071558e-03	9.239249703013098849e-03
2.005299166787015506e-03	-1.052782629517245994e-02	1.012667154266661679e-02
2.119924805046645259e-03	6.047367426583516448e-03	1.126034668128836520e-02
2.202202886379622370e-03	8.112727375417794207e-04	9.992895120592790864e-03
2.641933649928794765e-03	-1.531178895113682881e-02	9.222389758299569945e-03
2.864573916247913944e-03	-4.509303642101780696e-03	1.139461873081352300e-02
2.991644491252720261e-03	-2.308521355511039541e-02	1.147850540983791703e-02
3.061477635840520808e-03	-7.913488484498576447e-03	1.068614165180142676e-02
3.501202600257938540e-03	-7.286455267497715660e-03	8.143353296633806804e-03
3.736299401585743609e-03	-9.023195631904679104e-03	1.090434581806338371e-02
3.863375775722304589e-03	-2.506542355271401679e-02	1.127712812194602184e-02
3.933203121178350040e-03	-7.896580032517919179e-03	1.087213462358911122e-02
4.372928085595768205e-03	-1.246245829455061571e-02	8.042193628352642051e-03
4.608024886923573274e-03	-1.510934213500980672e-02	1.065075638043400455e-02
4.722650525183202594e-03	-2.132316228605635189e-02	1.126034668128836520e-02
4.804934405647934802e-03	-1.587736936740757887e-02	1.092285997953120445e-02
5.244653570933598304e-03	-1.564898784540735832e-02	8.075913517779698125e-03
5.479622791362803377e-03	8.001108614281049469e-03	1.119174718071001828e-02
5.606826746397963919e-03	3.966468785033816502e-03	1.141137964720728530e-02
5.676654091854010237e-03	-2.080072551157496896e-03	1.061850784387863289e-02
6.116251475372828407e-03	4.043427579992764365e-03	8.075913517779698125e-03
6.351348276700633476e-03	-8.127179618947599771e-03	1.092125178057200968e-02
6.466101495858862791e-03	-1.604969513308573958e-03	1.100862507142349837e-02
6.548379577191839468e-03	-6.763713749810995601e-03	1.092285997953120445e-02
6.987976960710658506e-03	-1.703150331191660705e-02	8.328812688482610874e-03
7.210617227029777684e-03	-1.776357824886409809e-02	1.142843065583077147e-02
7.337826981196692022e-03	-1.299956771985810722e-02	1.146172396918025867e-02
7.420105062529669566e-03	-7.000432077540752474e-03	1.121030366320307885e-02
7.859702446048487737e-03	-8.550951121012229095e-03	8.109633407206752465e-03
8.082348511499361579e-03	-2.011350703756298319e-02	1.063385041792537858e-02
8.209552466534521253e-03	-1.135089174894132746e-03	1.164631981641449376e-02
8.279379811990568439e-03	-4.024544528937967769e-03	1.105812759537679220e-02
8.731427931386316968e-03	-1.308627624895120078e-02	8.733451361607273353e-03
8.954073996837190810e-03	2.033303848736345287e-03	1.115793525569276634e-02
9.081283751004106883e-03	-1.106970204422741411e-02	1.110931371536944511e-02
9.151105297328397670e-03	5.579456196098897536e-03	1.146393044291355544e-02
9.603153416724147934e-03	-4.066205827213953405e-03	9.070650255877821949e-03
9.825671901276420914e-03	-8.363863094068335613e-03	1.142843065583077147e-02
9.953009236341936114e-03	-6.991811964416561054e-03	1.075690346155863154e-02
1.002283078266622690e-02	-5.191227715606094861e-03	1.132866282706796943e-02
1.046228898702293748e-02	-1.524434917228267850e-02	8.682871527466690109e-03
1.069739738661425188e-02	5.854051375685731529e-03	1.158058431840840001e-02
